platform;lock;workload;threads;cs_work;read_pct;total_ops;read_ops;write_ops;ops_s;ns_op;fairness_min;fairness_max;fairness_ratio
arm;ttas;mutex;4;1000;100;10287242;0;10287242;3417643,000000;292,599274;1149701,000000;3721157,000000;0,308963
arm;ttas;mutex;4;1000;100;10298605;0;10298605;3421369,000000;292,280641;1820701,000000;3276760,000000;0,555641
arm;ttas;mutex;4;1000;100;10286833;0;10286833;3417497,000000;292,611795;1583114,000000;4259949,000000;0,371627
arm;ttas;mutex;4;5000;100;2144327;0;2144327;712388,000000;1403,728905;231963,000000;897202,000000;0,258540
arm;ttas;mutex;4;5000;100;2144054;0;2144054;712355,000000;1403,794207;247956,000000;845824,000000;0,293153
arm;ttas;mutex;4;5000;100;2137698;0;2137698;710188,000000;1408,076624;65720,000000;875664,000000;0,075052
arm;ttas;mutex;4;5000;100;2143768;0;2143768;712201,000000;1404,096199;402511,000000;697415,000000;0,577147
arm;ttas;mutex;4;5000;100;2141584;0;2141584;711478,000000;1405,524758;238000,000000;767697,000000;0,310018
intel;tas;mutex;1;0;100;344100625;0;344100625;114688301,000000;8,719285;0,000000;0,000000;1,000000
intel;tas;mutex;1;0;100;344418159;0;344418159;114793999,000000;8,711257;0,000000;0,000000;1,000000
intel;tas;mutex;1;0;100;348769163;0;348769163;116244349,000000;8,602569;0,000000;0,000000;1,000000
intel;tas;mutex;1;0;100;349000062;0;349000062;116321317,000000;8,596876;0,000000;0,000000;1,000000
intel;tas;mutex;1;0;100;346340728;0;346340728;115254817,000000;8,676427;0,000000;0,000000;1,000000
intel;tas;mutex;2;0;100;73754731;0;73754731;24582301,000000;40,679674;7740080,000000;66014651,000000;0,117248
intel;tas;mutex;2;0;100;68794108;0;68794108;22929578,000000;43,611791;6249147,000000;62544961,000000;0,099914
intel;tas;mutex;2;0;100;69366271;0;69366271;23120228,000000;43,252168;7367547,000000;61998724,000000;0,118834
intel;tas;mutex;2;0;100;74534671;0;74534671;24842971,000000;40,252834;8331123,000000;66203548,000000;0,125841
intel;tas;mutex;2;0;100;65379816;0;65379816;21791145,000000;45,890199;6924676,000000;58455140,000000;0,118461
intel;tas;mutex;4;0;100;19596518;0;19596518;6531557,000000;153,102843;3408971,000000;6650339,000000;0,512601
intel;tas;mutex;4;0;100;16106518;0;16106518;5368289,000000;186,279086;2738169,000000;5289667,000000;0,517645
intel;tas;mutex;4;0;100;18080079;0;18080079;6026141,000000;165,943673;2813724,000000;6315649,000000;0,445516
intel;tas;mutex;4;0;100;19571422;0;19571422;6523183,000000;153,299388;3493837,000000;6659307,000000;0,524655
intel;tas;mutex;4;0;100;18800526;0;18800526;6266288,000000;159,584087;2805036,000000;6153787,000000;0,455823
intel;tas;mutex;6;0;100;10071934;0;10071934;3356849,000000;297,898407;1180743,000000;2294569,000000;0,514582
intel;tas;mutex;6;0;100;10512115;0;10512115;3503523,000000;285,426973;1142256,000000;2571163,000000;0,444257
intel;tas;mutex;6;0;100;10130074;0;10130074;3376198,000000;296,191136;1114740,000000;2461380,000000;0,452892
intel;tas;mutex;6;0;100;10133342;0;10133342;3377249,000000;296,098921;1066851,000000;2477680,000000;0,430585
intel;tas;mutex;6;0;100;10531457;0;10531457;3509967,000000;284,902885;1094449,000000;2426204,000000;0,451095
intel;ttas;mutex;1;0;100;348121957;0;348121957;116032798,000000;8,618253;0,000000;0,000000;1,000000
intel;ttas;mutex;1;0;100;347401233;0;347401233;115794127,000000;8,636017;0,000000;0,000000;1,000000
intel;ttas;mutex;1;0;100;348389962;0;348389962;116118103,000000;8,611922;0,000000;0,000000;1,000000
intel;ttas;mutex;1;0;100;347185648;0;347185648;115722552,000000;8,641358;0,000000;0,000000;1,000000
intel;ttas;mutex;1;0;100;349263816;0;349263816;116412213,000000;8,590164;0,000000;0,000000;1,000000
intel;ttas;mutex;2;0;100;65376628;0;65376628;21790007,000000;45,892596;7010692,000000;58365936,000000;0,120116
intel;ttas;mutex;2;0;100;60710404;0;60710404;20234764,000000;49,419898;9587470,000000;51122934,000000;0,187538
intel;ttas;mutex;2;0;100;65641930;0;65641930;21878295,000000;45,707400;8390568,000000;57251362,000000;0,146557
intel;ttas;mutex;2;0;100;60479152;0;60479152;20157644,000000;49,608972;8013142,000000;52466010,000000;0,152730
intel;ttas;mutex;2;0;100;62893902;0;62893902;20929751,000000;47,778877;4711572,000000;71016135,000000;0,066345
intel;ttas;mutex;4;0;100;19357679;0;19357679;6451741,000000;154,996916;2883960,000000;7596913,000000;0,379623
intel;ttas;mutex;4;0;100;20275164;0;20275164;6757763,000000;147,977946;3447991,000000;8246604,000000;0,418110
intel;ttas;mutex;4;0;100;19739669;0;19739669;6579184,000000;151,994528;2775272,000000;6427443,000000;0,431785
intel;ttas;mutex;4;0;100;21093148;0;21093148;7030215,000000;142,243159;4461121,000000;6500090,000000;0,686317
intel;ttas;mutex;4;0;100;21058059;0;21058059;7018602,000000;142,478497;4452570,000000;6227025,000000;0,715040
intel;ttas;mutex;4;0;100;21432077;0;21432077;7143053,000000;139,996144;4201999,000000;6746607,000000;0,622831
intel;ttas;mutex;4;0;100;21032920;0;21032920;7010044,000000;142,652454;4277909,000000;6237765,000000;0,685808
intel;ttas;mutex;4;0;100;20088130;0;20088130;6695124,000000;149,362414;3507270,000000;6522884,000000;0,537687
intel;ttas;mutex;4;0;100;21087151;0;21087151;7028158,000000;142,284777;4695173,000000;6292100,000000;0,746201
intel;ttas;mutex;4;0;100;19707482;0;19707482;6568507,000000;152,241585;2871531,000000;6465392,000000;0,444139
intel;ttas;mutex;6;0;100;14409459;0;14409459;4802483,000000;208,225578;1475196,000000;4459098,000000;0,330828
intel;ttas;mutex;6;0;100;15005786;0;15005786;5001036,000000;199,958553;1864192,000000;3180739,000000;0,586088
intel;ttas;mutex;6;0;100;14439169;0;14439169;4812267,000000;207,802241;1601454,000000;3739523,000000;0,428251
intel;ttas;mutex;6;0;100;14302992;0;14302992;4766943,000000;209,778045;1639977,000000;3556396,000000;0,461135
intel;ttas;mutex;6;0;100;14912522;0;14912522;4970139,000000;201,201589;1461976,000000;4055976,000000;0,360450
intel;cas;mutex;1;0;100;348728685;0;348728685;116233634,000000;8,603362;0,000000;0,000000;1,000000
intel;cas;mutex;1;0;100;348009509;0;348009509;115997234,000000;8,620895;0,000000;0,000000;1,000000
intel;cas;mutex;1;0;100;347798966;0;347798966;115923667,000000;8,626366;0,000000;0,000000;1,000000
intel;cas;mutex;1;0;100;347602458;0;347602458;115856727,000000;8,631350;0,000000;0,000000;1,000000
intel;cas;mutex;1;0;100;348746951;0;348746951;116239798,000000;8,602905;0,000000;0,000000;1,000000
intel;cas;mutex;2;0;100;59716427;0;59716427;19903355,000000;50,242785;23674504,000000;36041923,000000;0,656860
intel;cas;mutex;2;0;100;68787408;0;68787408;22927055,000000;43,616591;8047474,000000;60739934,000000;0,132491
intel;cas;mutex;2;0;100;65065247;0;65065247;21686239,000000;46,112190;10338085,000000;54727162,000000;0,188902
intel;cas;mutex;2;0;100;65830375;0;65830375;21941232,000000;45,576292;24716544,000000;41113831,000000;0,601173
intel;cas;mutex;2;0;100;66176598;0;66176598;22022162,000000;45,408801;4976408,000000;73726410,000000;0,067498
intel;cas;mutex;4;0;100;20199997;0;20199997;6732430,000000;148,534770;2829944,000000;7995575,000000;0,353939
intel;cas;mutex;4;0;100;21704144;0;21704144;7233919,000000;138,237640;4344396,000000;6265937,000000;0,693335
intel;cas;mutex;4;0;100;19945180;0;19945180;6647559,000000;150,431140;3873855,000000;5895416,000000;0,657096
intel;cas;mutex;4;0;100;21756551;0;21756551;7251398,000000;137,904437;4470661,000000;6323694,000000;0,706970
intel;cas;mutex;4;0;100;21081517;0;21081517;7026258,000000;142,323261;2871500,000000;8470733,000000;0,338991
intel;cas;mutex;6;0;100;15343764;0;15343764;5113695,000000;195,553302;1773019,000000;3690148,000000;0,480474
intel;cas;mutex;6;0;100;15106107;0;15106107;5034511,000000;198,628987;1548814,000000;4463553,000000;0,346991
intel;cas;mutex;6;0;100;15875526;0;15875526;5290954,000000;189,001825;1521205,000000;4559809,000000;0,333612
intel;cas;mutex;6;0;100;15065378;0;15065378;5020958,000000;199,165167;1575824,000000;4122500,000000;0,382250
intel;cas;mutex;6;0;100;15323918;0;15323918;5099473,000000;196,098674;1700149,000000;2471449,000000;0,687916
intel;ticket;mutex;1;0;100;380354621;0;380354621;126774180,000000;7,888042;0,000000;0,000000;1,000000
intel;ticket;mutex;1;0;100;380199098;0;380199098;126721745,000000;7,891305;0,000000;0,000000;1,000000
intel;ticket;mutex;1;0;100;380239301;0;380239301;126736231,000000;7,890403;0,000000;0,000000;1,000000
intel;ticket;mutex;1;0;100;380437357;0;380437357;126801419,000000;7,886347;0,000000;0,000000;1,000000
intel;ticket;mutex;1;0;100;380582717;0;380582717;126850467,000000;7,883298;0,000000;0,000000;1,000000
intel;ticket;mutex;2;0;100;15198240;0;15198240;5065573,000000;197,411017;5897011,000000;9301229,000000;0,634003
intel;ticket;mutex;2;0;100;14602769;0;14602769;4867094,000000;205,461406;7112693,000000;7490076,000000;0,949616
intel;ticket;mutex;2;0;100;21289340;0;21289340;7095643,000000;140,931548;6521492,000000;14767848,000000;0,441601
intel;ticket;mutex;2;0;100;14259568;0;14259568;4745280,000000;210,735697;6682862,000000;23631698,000000;0,282792
intel;ticket;mutex;2;0;100;17645003;0;17645003;5871881,000000;170,303173;6583463,000000;18926150,000000;0,347850
intel;ticket;mutex;4;0;100;7235694;0;7235694;2411645,000000;414,654615;1801389,000000;1816270,000000;0,991807
intel;ticket;mutex;4;0;100;7008499;0;7008499;2335867,000000;428,106399;1749520,000000;1754577,000000;0,997118
intel;ticket;mutex;4;0;100;6815367;0;6815367;2271550,000000;440,227960;1703706,000000;1703968,000000;0,999846
intel;ticket;mutex;4;0;100;7881270;0;7881270;2626839,000000;380,685612;1967147,000000;1973505,000000;0,996778
intel;ticket;mutex;4;0;100;7173224;0;7173224;2387096,000000;418,919024;2203326,000000;2206984,000000;0,998343
intel;ticket;mutex;6;0;100;7628930;0;7628930;2542554,000000;393,305167;1266784,000000;1276124,000000;0,992681
intel;ticket;mutex;6;0;100;7005141;0;7005141;2334749,000000;428,311387;1166970,000000;1168079,000000;0,999051
intel;ticket;mutex;6;0;100;7130424;0;7130424;2376447,000000;420,796095;1188194,000000;1188614,000000;0,999647
intel;ticket;mutex;6;0;100;7219035;0;7219034;2402341,000000;416,260622;992300,000000;992950,000000;0,999345
intel;ticket;mutex;6;0;100;7273951;0;7273951;2420615,000000;413,117988;1021097,000000;1021366,000000;0,999737
intel;rw;mutex;1;0;100;349079781;0;349079781;116349138,000000;8,594821;0,000000;0,000000;1,000000
intel;rw;mutex;1;0;100;347101002;0;347101002;115689436,000000;8,643832;0,000000;0,000000;1,000000
intel;rw;mutex;1;0;100;347741967;0;347741967;115903501,000000;8,627867;0,000000;0,000000;1,000000
intel;rw;mutex;1;0;100;347581498;0;347581498;115850974,000000;8,631779;0,000000;0,000000;1,000000
intel;rw;mutex;1;0;100;347659908;0;347659908;115876295,000000;8,629893;0,000000;0,000000;1,000000
intel;rw;mutex;2;0;100;70364157;0;70364157;23452358,000000;42,639634;26406327,000000;43957830,000000;0,600720
intel;rw;mutex;2;0;100;73039674;0;73039674;24343950,000000;41,077968;9340057,000000;63699617,000000;0,146627
intel;rw;mutex;2;0;100;74240859;0;74240859;24744667,000000;40,412748;8226155,000000;66014704,000000;0,124611
intel;rw;mutex;2;0;100;71507610;0;71507610;23833729,000000;41,957345;7217560,000000;64290050,000000;0,112266
intel;rw;mutex;2;0;100;67363717;0;67363717;22452086,000000;44,539291;7448259,000000;59915458,000000;0,124313
intel;rw;mutex;4;0;100;18287003;0;18287003;6094964,000000;164,069858;3005741,000000;6198705,000000;0,484898
intel;rw;mutex;4;0;100;18534783;0;18534783;6177709,000000;161,872289;3106431,000000;6054076,000000;0,513114
intel;rw;mutex;4;0;100;17988237;0;17988237;5995392,000000;166,794764;3723773,000000;5033627,000000;0,739779
intel;rw;mutex;4;0;100;18052201;0;18052201;6016626,000000;166,206106;3863657,000000;5208067,000000;0,741860
intel;rw;mutex;4;0;100;19714490;0;19714490;6570819,000000;152,188023;3515879,000000;6597541,000000;0,532907
intel;rw;mutex;6;0;100;10143217;0;10143217;3380590,000000;295,806341;1087956,000000;2375839,000000;0,457925
intel;rw;mutex;6;0;100;10176752;0;10176752;3391766,000000;294,831659;1103993,000000;2463301,000000;0,448176
intel;rw;mutex;6;0;100;10646241;0;10646241;3548150,000000;281,836979;1526728,000000;2057511,000000;0,742027
intel;rw;mutex;6;0;100;10919579;0;10919579;3639335,000000;274,775467;1606021,000000;2083401,000000;0,770865
intel;rw;mutex;6;0;100;11249575;0;11249575;3749206,000000;266,723081;1559965,000000;2238320,000000;0,696936
intel;occ;mutex;1;0;100;169568888;0;169568888;56518177,000000;17,693423;0,000000;0,000000;1,000000
intel;occ;mutex;1;0;100;169213027;0;169213027;56399485,000000;17,730658;0,000000;0,000000;1,000000
intel;occ;mutex;1;0;100;169166421;0;169166421;56383421,000000;17,735710;0,000000;0,000000;1,000000
intel;occ;mutex;1;0;100;169261496;0;169261496;56415718,000000;17,725557;0,000000;0,000000;1,000000
intel;occ;mutex;1;0;100;169522967;0;169522967;56502464,000000;17,698343;0,000000;0,000000;1,000000
intel;occ;mutex;2;0;100;43410237;0;43410237;14468673,000000;69,114836;17177399,000000;26232838,000000;0,654805
intel;occ;mutex;2;0;100;44594421;0;44594421;14863611,000000;67,278401;6345088,000000;38249333,000000;0,165888
intel;occ;mutex;2;0;100;48324906;0;48324906;16107058,000000;62,084583;7297707,000000;41027199,000000;0,177875
intel;occ;mutex;2;0;100;45741100;0;45741100;15221663,000000;65,695840;4983579,000000;27466261,000000;0,181444
intel;occ;mutex;2;0;100;46935403;0;46935403;15619102,000000;64,024165;12553236,000000;21498485,000000;0,583913
intel;occ;mutex;4;0;100;11158972;0;11158972;3719345,000000;268,864544;2377981,000000;3217969,000000;0,738970
intel;occ;mutex;4;0;100;12037099;0;12037099;4011902,000000;249,258294;1606816,000000;6216888,000000;0,258460
intel;occ;mutex;4;0;100;11198631;0;11198631;3732528,000000;267,914880;2327583,000000;3532859,000000;0,658838
intel;occ;mutex;4;0;100;9987869;0;9987869;3328899,000000;300,399579;2028167,000000;3342379,000000;0,606803
intel;occ;mutex;4;0;100;11372166;0;11372166;3784414,000000;264,241658;2783496,000000;4962156,000000;0,560945
intel;occ;mutex;6;0;100;11736586;0;11736586;3911627,000000;255,648081;1535581,000000;2486037,000000;0,617682
intel;occ;mutex;6;0;100;11176521;0;11176521;3724851,000000;268,467081;1296785,000000;2699158,000000;0,480441
intel;occ;mutex;6;0;100;10989569;0;10989569;3662524,000000;273,035721;1324734,000000;2530555,000000;0,523495
intel;occ;mutex;6;0;100;10827882;0;10827882;3608737,000000;277,105251;1228124,000000;2540076,000000;0,483499
intel;occ;mutex;6;0;100;11204510;0;11204510;3728622,000000;268,195575;1347011,000000;2163744,000000;0,622537
intel;rw;rw;1;0;80;155836002;124669599;31166403;51941839,000000;19,252303;0,000000;0,000000;1,000000
intel;rw;rw;1;0;80;155562605;124450883;31111722;51849139,000000;19,286723;0,000000;0,000000;1,000000
intel;rw;rw;1;0;80;155433204;124347739;31085465;51806454,000000;19,302614;0,000000;0,000000;1,000000
intel;rw;rw;1;0;80;155817794;124654969;31162825;51934273,000000;19,255107;0,000000;0,000000;1,000000
intel;rw;rw;1;0;80;155488150;124391697;31096453;51825837,000000;19,295395;0,000000;0,000000;1,000000
intel;rw;rw;2;0;80;14105520;11283919;2821601;4701365,000000;212,704153;5723215,000000;8382305,000000;0,682773
intel;rw;rw;2;0;80;13662206;10928536;2733670;4553753,000000;219,599078;4136616,000000;9525590,000000;0,434263
intel;rw;rw;2;0;80;12612560;10089709;2522851;4203831,000000;237,878245;4021106,000000;8591454,000000;0,468036
intel;rw;rw;2;0;80;14314520;11452589;2861931;4770976,000000;209,600699;5635824,000000;8678696,000000;0,649386
intel;rw;rw;2;0;80;13218768;10574312;2644456;4405786,000000;226,974221;4021326,000000;9197442,000000;0,437222
intel;rw;rw;4;0;80;9860239;7888583;1971656;3286405,000000;304,283777;1483433,000000;3377882,000000;0,439161
intel;rw;rw;4;0;80;8504728;6804681;1700047;2834546,000000;352,790090;1780175,000000;2650133,000000;0,671730
intel;rw;rw;4;0;80;8800849;7041792;1759057;2933242,000000;340,919649;1841030,000000;2546475,000000;0,722972
intel;rw;rw;4;0;80;9053323;7243110;1810213;3017398,000000;331,411363;1797546,000000;2838819,000000;0,633202
intel;rw;rw;4;0;80;8839972;7072677;1767294;2941754,000000;339,933203;1636513,000000;3766937,000000;0,434441
intel;rw;rw;6;0;80;9535887;7629153;1906734;3178107,000000;314,652620;1110837,000000;2081362,000000;0,533707
intel;rw;rw;6;0;80;9436484;7549502;1886982;3144948,000000;317,970252;1120140,000000;2019372,000000;0,554697
intel;rw;rw;6;0;80;9389554;7511924;1877630;3129294,000000;319,560815;1104092,000000;2037821,000000;0,541800
intel;rw;rw;6;0;80;8473611;6777757;1695854;2824080,000000;354,097524;1019601,000000;1829101,000000;0,557433
intel;rw;rw;6;0;80;8958280;7166427;1791852;2981124,000000;335,443858;894209,000000;1599974,000000;0,558890
intel;occ;rw;1;0;80;264419609;211541555;52878054;88132984,000000;11,346490;0,000000;0,000000;1,000000
intel;occ;rw;1;0;80;263848372;211084362;52764010;87941849,000000;11,371150;0,000000;0,000000;1,000000
intel;occ;rw;1;0;80;263994015;211200554;52793461;87991054,000000;11,364792;0,000000;0,000000;1,000000
intel;occ;rw;1;0;80;264303432;211448971;52854461;88093649,000000;11,351556;0,000000;0,000000;1,000000
intel;occ;rw;1;0;80;264513207;211616651;52896556;88163628,000000;11,342546;0,000000;0,000000;1,000000
intel;occ;rw;2;0;80;20085036;16069628;4015408;6694255,000000;149,381805;8475552,000000;11609484,000000;0,730054
intel;occ;rw;2;0;80;22257229;17804071;4453158;7418250,000000;134,802666;6197156,000000;16060073,000000;0,385873
intel;occ;rw;2;0;80;19321411;15457219;3864192;6439824,000000;155,283732;5544622,000000;13776789,000000;0,402461
intel;occ;rw;2;0;80;21959015;17565455;4393560;7318920,000000;136,632167;6280931,000000;15678084,000000;0,400619
intel;occ;rw;2;0;80;22949234;18357388;4591846;7649047,000000;130,735226;6459222,000000;16490012,000000;0,391705
intel;occ;rw;4;0;80;16492229;13192308;3299921;5496621,000000;181,929930;3255377,000000;5350996,000000;0,608368
intel;occ;rw;4;0;80;16121167;12896053;3225114;5373267,000000;186,106483;3390832,000000;4738258,000000;0,715628
intel;occ;rw;4;0;80;16407785;13125183;3282602;5468518,000000;182,864879;2535099,000000;5113160,000000;0,495799
intel;occ;rw;4;0;80;16720265;13375095;3345170;5572670,000000;179,447192;2472759,000000;5506171,000000;0,449089
intel;occ;rw;4;0;80;15443438;12353188;3090250;5147143,000000;194,282507;2695927,000000;4628460,000000;0,582467
intel;occ;rw;6;0;80;14972769;11980011;2992758;4990281,000000;200,389500;2003873,000000;3083871,000000;0,649791
intel;occ;rw;6;0;80;15676023;12543112;3132911;5224445,000000;191,407865;2177364,000000;3057405,000000;0,712161
intel;occ;rw;6;0;80;15705842;12566740;3139102;5234592,000000;191,036852;2404611,000000;3065514,000000;0,784407
intel;occ;rw;6;0;80;15552176;12441740;3110436;5175432,945092;193,220550;2166445,500000;3061459,500000;0,708742
intel;occ;rw;6;0;80;15546599;12440080;3106519;5181322,000000;193,000904;2155527,000000;3056086,000000;0,705323
intel;rw;rw;1;0;95;148137031;140730289;7406742;49375044,000000;20,253146;0,000000;0,000000;1,000000
intel;rw;rw;1;0;95;148048184;140645695;7402489;49345380,000000;20,265322;0,000000;0,000000;1,000000
intel;rw;rw;1;0;95;148099210;140694255;7404955;49361545,000000;20,258685;0,000000;0,000000;1,000000
intel;rw;rw;1;0;95;145914522;138618988;7295534;48634022,000000;20,561737;0,000000;0,000000;1,000000
intel;rw;rw;1;0;95;148121303;140715246;7406057;49369849,000000;20,255277;0,000000;0,000000;1,000000
intel;rw;rw;2;0;95;15616996;14835544;781452;5205118,000000;192,118593;5526168,000000;10090828,000000;0,547643
intel;rw;rw;2;0;95;17627170;16746711;880459;5875237,000000;170,205880;5135777,000000;12491393,000000;0,411145
intel;rw;rw;2;0;95;18737121;17801098;936023;6245064,000000;160,126449;6004444,000000;12732677,000000;0,471578
intel;rw;rw;2;0;95;16889936;16046271;843665;5629384,000000;177,639303;7139825,000000;9750111,000000;0,732281
intel;rw;rw;2;0;95;17379123;16510700;868422;5783401,000000;172,908610;4086634,000000;7724837,000000;0,529025
intel;rw;rw;4;0;95;13774408;13084860;689548;4591026,000000;217,816191;2864439,000000;4750995,000000;0,602913
intel;rw;rw;4;0;95;13673951;12989715;684236;4557393,000000;219,423657;2517304,000000;4488897,000000;0,560785
intel;rw;rw;4;0;95;14016075;13314614;701461;4671398,000000;214,068651;2765107,000000;4673407,000000;0,591668
intel;rw;rw;4;0;95;12116102;11509452;606650;4038250,000000;247,632007;2315242,000000;3950249,000000;0,586100
intel;rw;rw;4;0;95;13961974;13263256;698717;4646247,000000;215,227446;2191630,000000;3710875,000000;0,590597
intel;rw;rw;6;0;95;10986754;10436504;550250;3661616,000000;273,103433;1647434,000000;2004502,000000;0,821867
intel;rw;rw;6;0;95;10323641;9806841;516800;3440656,000000;290,642233;1256803,000000;2195050,000000;0,572562
intel;rw;rw;6;0;95;11210886;10650577;560309;3736275,000000;267,646204;1320100,000000;2469091,000000;0,534650
intel;rw;rw;6;0;95;10916647;10370061;546586;3638269,000000;274,855973;1326304,000000;2361493,000000;0,561638
intel;rw;rw;6;0;95;10673467;10139307;534160;3557180,000000;281,121542;1316905,000000;2260543,000000;0,582561
intel;occ;rw;1;0;95;341040406;323986939;17053467;113670657,000000;8,797345;0,000000;0,000000;1,000000
intel;occ;rw;1;0;95;340308145;323291129;17017016;113426957,000000;8,816246;0,000000;0,000000;1,000000
intel;occ;rw;1;0;95;338651222;321717266;16933956;112872920,000000;8,859521;0,000000;0,000000;1,000000
intel;occ;rw;1;0;95;338967248;322017411;16949837;112980071,000000;8,851118;0,000000;0,000000;1,000000
intel;occ;rw;1;0;95;338966377;322016531;16949846;112978295,000000;8,851258;0,000000;0,000000;1,000000
intel;occ;rw;2;0;95;51141201;48583349;2557852;17045159,000000;58,667683;14952370,000000;36188831,000000;0,413176
intel;occ;rw;2;0;95;56345999;53527824;2818175;18780063,000000;53,247955;14697847,000000;41648152,000000;0,352905
intel;occ;rw;2;0;95;52115668;49509332;2606336;17370004,000000;57,570508;14014617,000000;38101051,000000;0,367828
intel;occ;rw;2;0;95;48143891;45735985;2407906;16046715,000000;62,318047;13248973,000000;34894918,000000;0,379682
intel;occ;rw;2;0;95;52007314;49406281;2601032;17306926,000000;57,780335;15728240,000000;45890715,000000;0,342733
intel;occ;rw;4;0;95;48111292;45704425;2406867;16035792,000000;62,360496;6504715,000000;14327541,000000;0,454001
intel;occ;rw;4;0;95;53693868;51008741;2685127;17896245,000000;55,877640;8116087,000000;16242991,000000;0,499667
intel;occ;rw;4;0;95;54874979;52131227;2743752;18289864,000000;54,675090;6484508,000000;18415417,000000;0,352124
intel;occ;rw;4;0;95;52591138;49960719;2630419;17528169,000000;57,051023;7152086,000000;16002994,000000;0,446922
intel;occ;rw;4;0;95;53235984;50573993;2661991;17743157,000000;56,359755;4970743,000000;19288325,000000;0,257707
intel;occ;rw;6;0;95;49198651;46738718;2459933;16372263,227953;61,078910;6869371,500000;10230071,000000;0,682956
intel;occ;rw;6;0;95;49633395;47152658;2480737;16541902,000000;60,452540;7069007,000000;9309390,000000;0,759342
intel;occ;rw;6;0;95;49031955;46582889;2449066;16340924,000000;61,196049;6763714,000000;11150752,000000;0,606570
intel;occ;rw;6;0;95;48952548;46505761;2446787;16315315,000000;61,292102;6975029,000000;9138121,000000;0,763289
intel;occ;rw;6;0;95;49449183;46978356;2470827;16480903,000000;60,676287;6475992,000000;12314533,000000;0,525882
intel;rcu;rcu;1;0;90;256703144;231035751;25667393;85562629,000000;11,687345;0,000000;0,000000;1,000000
intel;rcu;rcu;1;0;90;256010917;230413212;25597705;85331961,000000;11,718938;0,000000;0,000000;1,000000
intel;rcu;rcu;1;0;90;256541783;230891335;25650448;85508806,000000;11,694702;0,000000;0,000000;1,000000
intel;rcu;rcu;1;0;90;256549883;230899393;25650490;85511512,000000;11,694332;0,000000;0,000000;1,000000
intel;rcu;rcu;1;0;90;256506460;230859010;25647450;85496616,000000;11,696369;0,000000;0,000000;1,000000
intel;rcu;rcu;2;0;90;23591130;21229525;2361605;7863159,000000;127,175336;8248154,000000;15342976,000000;0,537585
intel;rcu;rcu;2;0;90;22020443;19817155;2203288;7339658,000000;136,246118;9759666,000000;12260777,000000;0,796007
intel;rcu;rcu;2;0;90;22482379;20232085;2250294;7493536,000000;133,448343;7999972,000000;14482407,000000;0,552392
intel;rcu;rcu;2;0;90;23005403;20704210;2301193;7667930,000000;130,413292;10338424,000000;12666979,000000;0,816171
intel;rcu;rcu;2;0;90;21925195;19731950;2193245;7307874,000000;136,838689;9275455,000000;12649740,000000;0,733253
intel;rcu;rcu;4;0;90;20624820;18564587;2060233;6874612,000000;145,462736;4916525,000000;5660581,000000;0,868555
intel;rcu;rcu;4;0;90;21768932;19594769;2174163;7255966,000000;137,817611;4848584,000000;6564787,000000;0,738574
intel;rcu;rcu;4;0;90;20143600;18131448;2012152;6714206,000000;148,937936;4441907,000000;5662856,000000;0,784393
intel;rcu;rcu;4;0;90;20773983;18698849;2075134;6924337,000000;144,418149;4569242,000000;6331682,000000;0,721647
intel;rcu;rcu;4;0;90;20367389;18333287;2034102;6788663,000000;147,304390;4707258,000000;5936337,000000;0,792957
intel;rcu;rcu;6;0;90;19478844;17531734;1947110;6492229,000000;154,030298;2931614,000000;3621434,000000;0,809517
intel;rcu;rcu;6;0;90;19831814;17849426;1982388;6609896,000000;151,288297;2948306,000000;3656417,000000;0,806337
intel;rcu;rcu;6;0;90;17237417;15514833;1722584;5745146,000000;174,059953;2559873,000000;3176482,000000;0,805883
intel;rcu;rcu;6;0;90;19613705;17652455;1961250;6537185,000000;152,971034;2951540,000000;3545884,000000;0,832385
intel;rcu;rcu;6;0;90;19153472;17239273;1914199;6383725,000000;156,648339;2793945,000000;3527171,000000;0,792121
intel;ttas;mutex;4;50;100;10499933;0;10499933;3499564,000000;285,749874;1488554,000000;3768071,000000;0,395044
intel;ttas;mutex;4;50;100;10084627;0;10084627;3361099,000000;297,521668;650024,000000;5672097,000000;0,114600
intel;ttas;mutex;4;50;100;10453261;0;10453261;3484071,000000;287,020534;738497,000000;4470281,000000;0,165201
intel;ttas;mutex;4;50;100;10397275;0;10397275;3465296,000000;288,575615;875981,000000;4746137,000000;0,184567
intel;ttas;mutex;4;50;100;10394649;0;10394649;3464441,000000;288,646810;780460,000000;5832889,000000;0,133803
intel;ttas;mutex;4;100;100;8730720;0;8730720;2909926,000000;343,651350;1485657,000000;2530889,000000;0,587010
intel;ttas;mutex;4;100;100;8549076;0;8549076;2849387,000000;350,952608;64373,000000;4618870,000000;0,013937
intel;ttas;mutex;4;100;100;8912279;0;8912279;2970434,000000;336,651063;1401084,000000;2828491,000000;0,495347
intel;ttas;mutex;4;100;100;8472403;0;8472403;2823877,000000;354,122957;1080266,000000;2923598,000000;0,369499
intel;ttas;mutex;4;100;100;8654228;0;8654228;2884441,000000;346,687623;1379284,000000;2854813,000000;0,483143
intel;ttas;mutex;4;500;100;5732271;0;5732271;1910550,000000;523,409450;1257666,000000;1642849,000000;0,765540
intel;ttas;mutex;4;500;100;6005524;0;6005524;2001648,000000;499,588111;521403,000000;2865851,000000;0,181937
