arch;lock;dist;zipf_theta;threads;buckets;key_range;read_pct;insert_pct;delete_pct;n;ops_s_median;ops_s_mean;ops_s_p25;ops_s_p75;ops_s_min;ops_s_max;ops_s_cov_pct;ns_op_median;ns_op_mean;ns_op_p25;ns_op_p75;ns_op_min;ns_op_max;ns_op_cov_pct;fairness_ratio_median;fairness_ratio_mean;fairness_ratio_p25;fairness_ratio_p75;fairness_ratio_min;fairness_ratio_max;fairness_ratio_cov_pct
arm64;wh-occ-opt;zipfian;0,990000;1;65536;1000;50;25;25;1;1,07095e+07;1,07095e+07;1,07095e+07;1,07095e+07;1,07095e+07;1,07095e+07;;93,3747;93,3747;93,3747;93,3747;93,3747;93,3747;;1;1;1;1;1;1;
arm64;wh-occ-opt;zipfian;0,990000;1;65536;1000;95;2;3;1;1,23225e+07;1,23225e+07;1,23225e+07;1,23225e+07;1,23225e+07;1,23225e+07;;81,1526;81,1526;81,1526;81,1526;81,1526;81,1526;;1;1;1;1;1;1;
arm64;wh-occ-opt;zipfian;0,990000;1;65536;100000;50;25;25;1;9,72876e+06;9,72876e+06;9,72876e+06;9,72876e+06;9,72876e+06;9,72876e+06;;102,788;102,788;102,788;102,788;102,788;102,788;;1;1;1;1;1;1;
arm64;wh-occ-opt;zipfian;0,990000;1;65536;100000;95;2;3;1;1,21109e+07;1,21109e+07;1,21109e+07;1,21109e+07;1,21109e+07;1,21109e+07;;82,5702;82,5702;82,5702;82,5702;82,5702;82,5702;;1;1;1;1;1;1;
arm64;wh-occ-opt;zipfian;0,990000;11;65536;1000;50;25;25;1;1,53404e+07;1,53404e+07;1,53404e+07;1,53404e+07;1,53404e+07;1,53404e+07;;65,1874;65,1874;65,1874;65,1874;65,1874;65,1874;;0,953897;0,953897;0,953897;0,953897;0,953897;0,953897;
arm64;wh-occ-opt;zipfian;0,990000;11;65536;1000;95;2;3;1;7,28293e+07;7,28293e+07;7,28293e+07;7,28293e+07;7,28293e+07;7,28293e+07;;13,7307;13,7307;13,7307;13,7307;13,7307;13,7307;;0,843121;0,843121;0,843121;0,843121;0,843121;0,843121;
arm64;wh-occ-opt;zipfian;0,990000;11;65536;100000;50;25;25;1;4,91909e+07;4,91909e+07;4,91909e+07;4,91909e+07;4,91909e+07;4,91909e+07;;20,329;20,329;20,329;20,329;20,329;20,329;;0,983817;0,983817;0,983817;0,983817;0,983817;0,983817;
arm64;wh-occ-opt;zipfian;0,990000;11;65536;100000;95;2;3;1;8,40221e+07;8,40221e+07;8,40221e+07;8,40221e+07;8,40221e+07;8,40221e+07;;11,9016;11,9016;11,9016;11,9016;11,9016;11,9016;;0,813973;0,813973;0,813973;0,813973;0,813973;0,813973;
arm64;wh-occ-opt;zipfian;0,990000;2;65536;1000;50;25;25;1;1,9315e+07;1,9315e+07;1,9315e+07;1,9315e+07;1,9315e+07;1,9315e+07;;51,7732;51,7732;51,7732;51,7732;51,7732;51,7732;;0,998381;0,998381;0,998381;0,998381;0,998381;0,998381;
arm64;wh-occ-opt;zipfian;0,990000;2;65536;1000;95;2;3;1;2,56312e+07;2,56312e+07;2,56312e+07;2,56312e+07;2,56312e+07;2,56312e+07;;39,015;39,015;39,015;39,015;39,015;39,015;;0,999738;0,999738;0,999738;0,999738;0,999738;0,999738;
arm64;wh-occ-opt;zipfian;0,990000;2;65536;100000;50;25;25;1;1,85709e+07;1,85709e+07;1,85709e+07;1,85709e+07;1,85709e+07;1,85709e+07;;53,8477;53,8477;53,8477;53,8477;53,8477;53,8477;;0,998379;0,998379;0,998379;0,998379;0,998379;0,998379;
arm64;wh-occ-opt;zipfian;0,990000;2;65536;100000;95;2;3;1;2,30172e+07;2,30172e+07;2,30172e+07;2,30172e+07;2,30172e+07;2,30172e+07;;43,4457;43,4457;43,4457;43,4457;43,4457;43,4457;;0,999158;0,999158;0,999158;0,999158;0,999158;0,999158;
arm64;wh-occ-opt;zipfian;0,990000;4;65536;1000;50;25;25;1;3,22519e+07;3,22519e+07;3,22519e+07;3,22519e+07;3,22519e+07;3,22519e+07;;31,006;31,006;31,006;31,006;31,006;31,006;;0,996271;0,996271;0,996271;0,996271;0,996271;0,996271;
arm64;wh-occ-opt;zipfian;0,990000;4;65536;1000;95;2;3;1;4,75991e+07;4,75991e+07;4,75991e+07;4,75991e+07;4,75991e+07;4,75991e+07;;21,0088;21,0088;21,0088;21,0088;21,0088;21,0088;;0,999353;0,999353;0,999353;0,999353;0,999353;0,999353;
arm64;wh-occ-opt;zipfian;0,990000;4;65536;100000;50;25;25;1;3,57759e+07;3,57759e+07;3,57759e+07;3,57759e+07;3,57759e+07;3,57759e+07;;27,9518;27,9518;27,9518;27,9518;27,9518;27,9518;;0,998132;0,998132;0,998132;0,998132;0,998132;0,998132;
arm64;wh-occ-opt;zipfian;0,990000;4;65536;100000;95;2;3;1;4,51375e+07;4,51375e+07;4,51375e+07;4,51375e+07;4,51375e+07;4,51375e+07;;22,1545;22,1545;22,1545;22,1545;22,1545;22,1545;;0,997996;0,997996;0,997996;0,997996;0,997996;0,997996;
arm64;wh-occ-opt;zipfian;0,990000;8;65536;1000;50;25;25;1;2,03388e+07;2,03388e+07;2,03388e+07;2,03388e+07;2,03388e+07;2,03388e+07;;49,1671;49,1671;49,1671;49,1671;49,1671;49,1671;;0,95421;0,95421;0,95421;0,95421;0,95421;0,95421;
arm64;wh-occ-opt;zipfian;0,990000;8;65536;1000;95;2;3;1;6,54905e+07;6,54905e+07;6,54905e+07;6,54905e+07;6,54905e+07;6,54905e+07;;15,2694;15,2694;15,2694;15,2694;15,2694;15,2694;;0,852746;0,852746;0,852746;0,852746;0,852746;0,852746;
arm64;wh-occ-opt;zipfian;0,990000;8;65536;100000;50;25;25;1;4,563e+07;4,563e+07;4,563e+07;4,563e+07;4,563e+07;4,563e+07;;21,9154;21,9154;21,9154;21,9154;21,9154;21,9154;;0,979516;0,979516;0,979516;0,979516;0,979516;0,979516;
arm64;wh-occ-opt;zipfian;0,990000;8;65536;100000;95;2;3;1;6,6143e+07;6,6143e+07;6,6143e+07;6,6143e+07;6,6143e+07;6,6143e+07;;15,1187;15,1187;15,1187;15,1187;15,1187;15,1187;;0,78039;0,78039;0,78039;0,78039;0,78039;0,78039;
arm64;wh-occ-opt;zipfian;1,200000;1;65536;1000;95;2;3;1;1,28509e+07;1,28509e+07;1,28509e+07;1,28509e+07;1,28509e+07;1,28509e+07;;77,8153;77,8153;77,8153;77,8153;77,8153;77,8153;;1;1;1;1;1;1;
arm64;wh-occ-opt;zipfian;1,200000;11;65536;1000;95;2;3;1;7,50075e+07;7,50075e+07;7,50075e+07;7,50075e+07;7,50075e+07;7,50075e+07;;13,332;13,332;13,332;13,332;13,332;13,332;;0,845062;0,845062;0,845062;0,845062;0,845062;0,845062;
arm64;wh-occ-opt;zipfian;1,200000;2;65536;1000;95;2;3;1;2,48863e+07;2,48863e+07;2,48863e+07;2,48863e+07;2,48863e+07;2,48863e+07;;40,1828;40,1828;40,1828;40,1828;40,1828;40,1828;;0,999194;0,999194;0,999194;0,999194;0,999194;0,999194;
arm64;wh-occ-opt;zipfian;1,200000;4;65536;1000;95;2;3;1;4,9114e+07;4,9114e+07;4,9114e+07;4,9114e+07;4,9114e+07;4,9114e+07;;20,3608;20,3608;20,3608;20,3608;20,3608;20,3608;;0,997264;0,997264;0,997264;0,997264;0,997264;0,997264;
arm64;wh-occ-opt;zipfian;1,200000;8;65536;1000;95;2;3;1;6,65482e+07;6,65482e+07;6,65482e+07;6,65482e+07;6,65482e+07;6,65482e+07;;15,0267;15,0267;15,0267;15,0267;15,0267;15,0267;;0,824466;0,824466;0,824466;0,824466;0,824466;0,824466;
arm64;wh-pcpu-rw;uniform;0,990000;1;65536;100000;95;2;3;1;1,69585e+07;1,69585e+07;1,69585e+07;1,69585e+07;1,69585e+07;1,69585e+07;;58,9676;58,9676;58,9676;58,9676;58,9676;58,9676;;1;1;1;1;1;1;
arm64;wh-pcpu-rw;uniform;0,990000;11;65536;100000;95;2;3;1;6,22486e+07;6,22486e+07;6,22486e+07;6,22486e+07;6,22486e+07;6,22486e+07;;16,0646;16,0646;16,0646;16,0646;16,0646;16,0646;;0,812151;0,812151;0,812151;0,812151;0,812151;0,812151;
arm64;wh-pcpu-rw;uniform;0,990000;2;65536;100000;95;2;3;1;2,75303e+07;2,75303e+07;2,75303e+07;2,75303e+07;2,75303e+07;2,75303e+07;;36,3236;36,3236;36,3236;36,3236;36,3236;36,3236;;0,992236;0,992236;0,992236;0,992236;0,992236;0,992236;
arm64;wh-pcpu-rw;uniform;0,990000;4;65536;100000;95;2;3;1;5,67934e+07;5,67934e+07;5,67934e+07;5,67934e+07;5,67934e+07;5,67934e+07;;17,6077;17,6077;17,6077;17,6077;17,6077;17,6077;;0,849872;0,849872;0,849872;0,849872;0,849872;0,849872;
arm64;wh-pcpu-rw;uniform;0,990000;8;65536;100000;95;2;3;1;6,63491e+07;6,63491e+07;6,63491e+07;6,63491e+07;6,63491e+07;6,63491e+07;;15,0718;15,0718;15,0718;15,0718;15,0718;15,0718;;0,615583;0,615583;0,615583;0,615583;0,615583;0,615583;
arm64;wh-pcpu-rw;zipfian;0,990000;1;65536;1000;50;25;25;1;9,54353e+06;9,54353e+06;9,54353e+06;9,54353e+06;9,54353e+06;9,54353e+06;;104,783;104,783;104,783;104,783;104,783;104,783;;1;1;1;1;1;1;
arm64;wh-pcpu-rw;zipfian;0,990000;1;65536;1000;95;2;3;1;1,30399e+07;1,30399e+07;1,30399e+07;1,30399e+07;1,30399e+07;1,30399e+07;;76,6876;76,6876;76,6876;76,6876;76,6876;76,6876;;1;1;1;1;1;1;
arm64;wh-pcpu-rw;zipfian;0,990000;1;65536;100000;50;25;25;1;5,64286e+06;5,64286e+06;5,64286e+06;5,64286e+06;5,64286e+06;5,64286e+06;;177,215;177,215;177,215;177,215;177,215;177,215;;1;1;1;1;1;1;
arm64;wh-pcpu-rw;zipfian;0,990000;1;65536;100000;95;2;3;1;1,111e+07;1,111e+07;1,111e+07;1,111e+07;1,111e+07;1,111e+07;;90,0086;90,0086;90,0086;90,0086;90,0086;90,0086;;1;1;1;1;1;1;
arm64;wh-pcpu-rw;zipfian;0,990000;11;65536;1000;50;25;25;1;4,50583e+06;4,50583e+06;4,50583e+06;4,50583e+06;4,50583e+06;4,50583e+06;;221,935;221,935;221,935;221,935;221,935;221,935;;0,969392;0,969392;0,969392;0,969392;0,969392;0,969392;
arm64;wh-pcpu-rw;zipfian;0,990000;11;65536;1000;95;2;3;1;3,50482e+06;3,50482e+06;3,50482e+06;3,50482e+06;3,50482e+06;3,50482e+06;;285,321;285,321;285,321;285,321;285,321;285,321;;0,776369;0,776369;0,776369;0,776369;0,776369;0,776369;
arm64;wh-pcpu-rw;zipfian;0,990000;11;65536;100000;50;25;25;1;1,72741e+07;1,72741e+07;1,72741e+07;1,72741e+07;1,72741e+07;1,72741e+07;;57,8902;57,8902;57,8902;57,8902;57,8902;57,8902;;0,954624;0,954624;0,954624;0,954624;0,954624;0,954624;
arm64;wh-pcpu-rw;zipfian;0,990000;11;65536;100000;95;2;3;1;2,16992e+07;2,16992e+07;2,16992e+07;2,16992e+07;2,16992e+07;2,16992e+07;;46,0846;46,0846;46,0846;46,0846;46,0846;46,0846;;0,69193;0,69193;0,69193;0,69193;0,69193;0,69193;
arm64;wh-pcpu-rw;zipfian;0,990000;2;65536;1000;50;25;25;1;1,54997e+07;1,54997e+07;1,54997e+07;1,54997e+07;1,54997e+07;1,54997e+07;;64,5174;64,5174;64,5174;64,5174;64,5174;64,5174;;0,998017;0,998017;0,998017;0,998017;0,998017;0,998017;
arm64;wh-pcpu-rw;zipfian;0,990000;2;65536;1000;95;2;3;1;2,31139e+07;2,31139e+07;2,31139e+07;2,31139e+07;2,31139e+07;2,31139e+07;;43,264;43,264;43,264;43,264;43,264;43,264;;0,999139;0,999139;0,999139;0,999139;0,999139;0,999139;
arm64;wh-pcpu-rw;zipfian;0,990000;2;65536;100000;50;25;25;1;1,00067e+07;1,00067e+07;1,00067e+07;1,00067e+07;1,00067e+07;1,00067e+07;;99,9328;99,9328;99,9328;99,9328;99,9328;99,9328;;0,999398;0,999398;0,999398;0,999398;0,999398;0,999398;
arm64;wh-pcpu-rw;zipfian;0,990000;2;65536;100000;95;2;3;1;1,75952e+07;1,75952e+07;1,75952e+07;1,75952e+07;1,75952e+07;1,75952e+07;;56,8338;56,8338;56,8338;56,8338;56,8338;56,8338;;0,995632;0,995632;0,995632;0,995632;0,995632;0,995632;
arm64;wh-pcpu-rw;zipfian;0,990000;4;65536;1000;50;25;25;1;2,40519e+07;2,40519e+07;2,40519e+07;2,40519e+07;2,40519e+07;2,40519e+07;;41,5767;41,5767;41,5767;41,5767;41,5767;41,5767;;0,994419;0,994419;0,994419;0,994419;0,994419;0,994419;
arm64;wh-pcpu-rw;zipfian;0,990000;4;65536;1000;95;2;3;1;4,42454e+07;4,42454e+07;4,42454e+07;4,42454e+07;4,42454e+07;4,42454e+07;;22,6012;22,6012;22,6012;22,6012;22,6012;22,6012;;0,989306;0,989306;0,989306;0,989306;0,989306;0,989306;
arm64;wh-pcpu-rw;zipfian;0,990000;4;65536;100000;50;25;25;1;1,70877e+07;1,70877e+07;1,70877e+07;1,70877e+07;1,70877e+07;1,70877e+07;;58,5215;58,5215;58,5215;58,5215;58,5215;58,5215;;0,958159;0,958159;0,958159;0,958159;0,958159;0,958159;
arm64;wh-pcpu-rw;zipfian;0,990000;4;65536;100000;95;2;3;1;3,76531e+07;3,76531e+07;3,76531e+07;3,76531e+07;3,76531e+07;3,76531e+07;;26,5582;26,5582;26,5582;26,5582;26,5582;26,5582;;0,840055;0,840055;0,840055;0,840055;0,840055;0,840055;
arm64;wh-pcpu-rw;zipfian;0,990000;8;65536;1000;50;25;25;1;5,78709e+06;5,78709e+06;5,78709e+06;5,78709e+06;5,78709e+06;5,78709e+06;;172,798;172,798;172,798;172,798;172,798;172,798;;0,96093;0,96093;0,96093;0,96093;0,96093;0,96093;
arm64;wh-pcpu-rw;zipfian;0,990000;8;65536;1000;95;2;3;1;4,64734e+06;4,64734e+06;4,64734e+06;4,64734e+06;4,64734e+06;4,64734e+06;;215,177;215,177;215,177;215,177;215,177;215,177;;0,953806;0,953806;0,953806;0,953806;0,953806;0,953806;
arm64;wh-pcpu-rw;zipfian;0,990000;8;65536;100000;50;25;25;1;1,75773e+07;1,75773e+07;1,75773e+07;1,75773e+07;1,75773e+07;1,75773e+07;;56,8916;56,8916;56,8916;56,8916;56,8916;56,8916;;0,943793;0,943793;0,943793;0,943793;0,943793;0,943793;
arm64;wh-pcpu-rw;zipfian;0,990000;8;65536;100000;95;2;3;1;4,04773e+07;4,04773e+07;4,04773e+07;4,04773e+07;4,04773e+07;4,04773e+07;;24,7052;24,7052;24,7052;24,7052;24,7052;24,7052;;0,809556;0,809556;0,809556;0,809556;0,809556;0,809556;
arm64;wh-pcpu-rw;zipfian;1,200000;1;65536;1000;95;2;3;1;1,35242e+07;1,35242e+07;1,35242e+07;1,35242e+07;1,35242e+07;1,35242e+07;;73,9415;73,9415;73,9415;73,9415;73,9415;73,9415;;1;1;1;1;1;1;
arm64;wh-pcpu-rw;zipfian;1,200000;11;65536;1000;95;2;3;1;3,26502e+06;3,26502e+06;3,26502e+06;3,26502e+06;3,26502e+06;3,26502e+06;;306,277;306,277;306,277;306,277;306,277;306,277;;0,799208;0,799208;0,799208;0,799208;0,799208;0,799208;
arm64;wh-pcpu-rw;zipfian;1,200000;2;65536;1000;95;2;3;1;2,50534e+07;2,50534e+07;2,50534e+07;2,50534e+07;2,50534e+07;2,50534e+07;;39,9148;39,9148;39,9148;39,9148;39,9148;39,9148;;0,998958;0,998958;0,998958;0,998958;0,998958;0,998958;
arm64;wh-pcpu-rw;zipfian;1,200000;4;65536;1000;95;2;3;1;4,55733e+07;4,55733e+07;4,55733e+07;4,55733e+07;4,55733e+07;4,55733e+07;;21,9427;21,9427;21,9427;21,9427;21,9427;21,9427;;0,992102;0,992102;0,992102;0,992102;0,992102;0,992102;
arm64;wh-pcpu-rw;zipfian;1,200000;8;65536;1000;95;2;3;1;3,74649e+06;3,74649e+06;3,74649e+06;3,74649e+06;3,74649e+06;3,74649e+06;;266,917;266,917;266,917;266,917;266,917;266,917;;0,872345;0,872345;0,872345;0,872345;0,872345;0,872345;
arm64;wh-tas;uniform;0,990000;1;65536;100000;95;2;3;1;1,84954e+07;1,84954e+07;1,84954e+07;1,84954e+07;1,84954e+07;1,84954e+07;;54,0675;54,0675;54,0675;54,0675;54,0675;54,0675;;1;1;1;1;1;1;
arm64;wh-tas;uniform;0,990000;11;65536;100000;95;2;3;1;7,52877e+07;7,52877e+07;7,52877e+07;7,52877e+07;7,52877e+07;7,52877e+07;;13,2824;13,2824;13,2824;13,2824;13,2824;13,2824;;0,788744;0,788744;0,788744;0,788744;0,788744;0,788744;
arm64;wh-tas;uniform;0,990000;2;65536;100000;95;2;3;1;2,89904e+07;2,89904e+07;2,89904e+07;2,89904e+07;2,89904e+07;2,89904e+07;;34,4942;34,4942;34,4942;34,4942;34,4942;34,4942;;0,999614;0,999614;0,999614;0,999614;0,999614;0,999614;
arm64;wh-tas;uniform;0,990000;4;65536;100000;95;2;3;1;5,93242e+07;5,93242e+07;5,93242e+07;5,93242e+07;5,93242e+07;5,93242e+07;;16,8565;16,8565;16,8565;16,8565;16,8565;16,8565;;0,837389;0,837389;0,837389;0,837389;0,837389;0,837389;
arm64;wh-tas;uniform;0,990000;8;65536;100000;95;2;3;1;6,55338e+07;6,55338e+07;6,55338e+07;6,55338e+07;6,55338e+07;6,55338e+07;;15,2593;15,2593;15,2593;15,2593;15,2593;15,2593;;0,603418;0,603418;0,603418;0,603418;0,603418;0,603418;
arm64;wh-tas;zipfian;0,990000;1;65536;1000;50;25;25;1;1,07837e+07;1,07837e+07;1,07837e+07;1,07837e+07;1,07837e+07;1,07837e+07;;92,7322;92,7322;92,7322;92,7322;92,7322;92,7322;;1;1;1;1;1;1;
arm64;wh-tas;zipfian;0,990000;1;65536;1000;95;2;3;1;1,25185e+07;1,25185e+07;1,25185e+07;1,25185e+07;1,25185e+07;1,25185e+07;;79,8818;79,8818;79,8818;79,8818;79,8818;79,8818;;1;1;1;1;1;1;
arm64;wh-tas;zipfian;0,990000;1;65536;100000;50;25;25;1;6,24044e+06;6,24044e+06;6,24044e+06;6,24044e+06;6,24044e+06;6,24044e+06;;160,245;160,245;160,245;160,245;160,245;160,245;;1;1;1;1;1;1;
arm64;wh-tas;zipfian;0,990000;1;65536;100000;95;2;3;1;1,15523e+07;1,15523e+07;1,15523e+07;1,15523e+07;1,15523e+07;1,15523e+07;;86,5631;86,5631;86,5631;86,5631;86,5631;86,5631;;1;1;1;1;1;1;
arm64;wh-tas;zipfian;0,990000;11;65536;1000;50;25;25;1;6,99688e+06;6,99688e+06;6,99688e+06;6,99688e+06;6,99688e+06;6,99688e+06;;142,921;142,921;142,921;142,921;142,921;142,921;;0,976524;0,976524;0,976524;0,976524;0,976524;0,976524;
arm64;wh-tas;zipfian;0,990000;11;65536;1000;95;2;3;1;6,98921e+06;6,98921e+06;6,98921e+06;6,98921e+06;6,98921e+06;6,98921e+06;;143,078;143,078;143,078;143,078;143,078;143,078;;0,958134;0,958134;0,958134;0,958134;0,958134;0,958134;
arm64;wh-tas;zipfian;0,990000;11;65536;100000;50;25;25;1;2,02787e+07;2,02787e+07;2,02787e+07;2,02787e+07;2,02787e+07;2,02787e+07;;49,3127;49,3127;49,3127;49,3127;49,3127;49,3127;;0,937838;0,937838;0,937838;0,937838;0,937838;0,937838;
arm64;wh-tas;zipfian;0,990000;11;65536;100000;95;2;3;1;5,24421e+07;5,24421e+07;5,24421e+07;5,24421e+07;5,24421e+07;5,24421e+07;;19,0687;19,0687;19,0687;19,0687;19,0687;19,0687;;0,772431;0,772431;0,772431;0,772431;0,772431;0,772431;
arm64;wh-tas;zipfian;0,990000;2;65536;1000;50;25;25;1;1,81478e+07;1,81478e+07;1,81478e+07;1,81478e+07;1,81478e+07;1,81478e+07;;55,1032;55,1032;55,1032;55,1032;55,1032;55,1032;;0,998634;0,998634;0,998634;0,998634;0,998634;0,998634;
arm64;wh-tas;zipfian;0,990000;2;65536;1000;95;2;3;1;2,41042e+07;2,41042e+07;2,41042e+07;2,41042e+07;2,41042e+07;2,41042e+07;;41,4866;41,4866;41,4866;41,4866;41,4866;41,4866;;0,995366;0,995366;0,995366;0,995366;0,995366;0,995366;
arm64;wh-tas;zipfian;0,990000;2;65536;100000;50;25;25;1;1,10693e+07;1,10693e+07;1,10693e+07;1,10693e+07;1,10693e+07;1,10693e+07;;90,3397;90,3397;90,3397;90,3397;90,3397;90,3397;;0,999568;0,999568;0,999568;0,999568;0,999568;0,999568;
arm64;wh-tas;zipfian;0,990000;2;65536;100000;95;2;3;1;2,1461e+07;2,1461e+07;2,1461e+07;2,1461e+07;2,1461e+07;2,1461e+07;;46,5962;46,5962;46,5962;46,5962;46,5962;46,5962;;0,997514;0,997514;0,997514;0,997514;0,997514;0,997514;
arm64;wh-tas;zipfian;0,990000;4;65536;1000;50;25;25;1;2,83092e+07;2,83092e+07;2,83092e+07;2,83092e+07;2,83092e+07;2,83092e+07;;35,3242;35,3242;35,3242;35,3242;35,3242;35,3242;;0,993884;0,993884;0,993884;0,993884;0,993884;0,993884;
arm64;wh-tas;zipfian;0,990000;4;65536;1000;95;2;3;1;3,74307e+07;3,74307e+07;3,74307e+07;3,74307e+07;3,74307e+07;3,74307e+07;;26,716;26,716;26,716;26,716;26,716;26,716;;0,998362;0,998362;0,998362;0,998362;0,998362;0,998362;
arm64;wh-tas;zipfian;0,990000;4;65536;100000;50;25;25;1;1,9167e+07;1,9167e+07;1,9167e+07;1,9167e+07;1,9167e+07;1,9167e+07;;52,173;52,173;52,173;52,173;52,173;52,173;;0,958051;0,958051;0,958051;0,958051;0,958051;0,958051;
arm64;wh-tas;zipfian;0,990000;4;65536;100000;95;2;3;1;4,23529e+07;4,23529e+07;4,23529e+07;4,23529e+07;4,23529e+07;4,23529e+07;;23,6111;23,6111;23,6111;23,6111;23,6111;23,6111;;0,939033;0,939033;0,939033;0,939033;0,939033;0,939033;
arm64;wh-tas;zipfian;0,990000;8;65536;1000;50;25;25;1;1,19081e+07;1,19081e+07;1,19081e+07;1,19081e+07;1,19081e+07;1,19081e+07;;83,9761;83,9761;83,9761;83,9761;83,9761;83,9761;;0,968775;0,968775;0,968775;0,968775;0,968775;0,968775;
arm64;wh-tas;zipfian;0,990000;8;65536;1000;95;2;3;1;1,0843e+07;1,0843e+07;1,0843e+07;1,0843e+07;1,0843e+07;1,0843e+07;;92,2253;92,2253;92,2253;92,2253;92,2253;92,2253;;0,996771;0,996771;0,996771;0,996771;0,996771;0,996771;
arm64;wh-tas;zipfian;0,990000;8;65536;100000;50;25;25;1;1,89919e+07;1,89919e+07;1,89919e+07;1,89919e+07;1,89919e+07;1,89919e+07;;52,6541;52,6541;52,6541;52,6541;52,6541;52,6541;;0,936212;0,936212;0,936212;0,936212;0,936212;0,936212;
arm64;wh-tas;zipfian;0,990000;8;65536;100000;95;2;3;1;5,18951e+07;5,18951e+07;5,18951e+07;5,18951e+07;5,18951e+07;5,18951e+07;;19,2696;19,2696;19,2696;19,2696;19,2696;19,2696;;0,757419;0,757419;0,757419;0,757419;0,757419;0,757419;
arm64;wh-tas;zipfian;1,200000;1;65536;1000;95;2;3;1;1,4079e+07;1,4079e+07;1,4079e+07;1,4079e+07;1,4079e+07;1,4079e+07;;71,0277;71,0277;71,0277;71,0277;71,0277;71,0277;;1;1;1;1;1;1;
arm64;wh-tas;zipfian;1,200000;11;65536;1000;95;2;3;1;5,84865e+06;5,84865e+06;5,84865e+06;5,84865e+06;5,84865e+06;5,84865e+06;;170,98;170,98;170,98;170,98;170,98;170,98;;0,903969;0,903969;0,903969;0,903969;0,903969;0,903969;
arm64;wh-tas;zipfian;1,200000;2;65536;1000;95;2;3;1;2,50169e+07;2,50169e+07;2,50169e+07;2,50169e+07;2,50169e+07;2,50169e+07;;39,973;39,973;39,973;39,973;39,973;39,973;;0,998384;0,998384;0,998384;0,998384;0,998384;0,998384;
arm64;wh-tas;zipfian;1,200000;4;65536;1000;95;2;3;1;3,54225e+07;3,54225e+07;3,54225e+07;3,54225e+07;3,54225e+07;3,54225e+07;;28,2306;28,2306;28,2306;28,2306;28,2306;28,2306;;0,993274;0,993274;0,993274;0,993274;0,993274;0,993274;
arm64;wh-tas;zipfian;1,200000;8;65536;1000;95;2;3;1;8,97095e+06;8,97095e+06;8,97095e+06;8,97095e+06;8,97095e+06;8,97095e+06;;111,471;111,471;111,471;111,471;111,471;111,471;;0,985198;0,985198;0,985198;0,985198;0,985198;0,985198;
arm64;wh-ttas;uniform;0,990000;1;65536;100000;95;2;3;1;1,78444e+07;1,78444e+07;1,78444e+07;1,78444e+07;1,78444e+07;1,78444e+07;;56,0401;56,0401;56,0401;56,0401;56,0401;56,0401;;1;1;1;1;1;1;
arm64;wh-ttas;uniform;0,990000;11;65536;100000;95;2;3;1;7,48623e+07;7,48623e+07;7,48623e+07;7,48623e+07;7,48623e+07;7,48623e+07;;13,3579;13,3579;13,3579;13,3579;13,3579;13,3579;;0,790703;0,790703;0,790703;0,790703;0,790703;0,790703;
arm64;wh-ttas;uniform;0,990000;2;65536;100000;95;2;3;1;2,85636e+07;2,85636e+07;2,85636e+07;2,85636e+07;2,85636e+07;2,85636e+07;;35,0095;35,0095;35,0095;35,0095;35,0095;35,0095;;0,995599;0,995599;0,995599;0,995599;0,995599;0,995599;
arm64;wh-ttas;uniform;0,990000;4;65536;100000;95;2;3;1;5,88611e+07;5,88611e+07;5,88611e+07;5,88611e+07;5,88611e+07;5,88611e+07;;16,9892;16,9892;16,9892;16,9892;16,9892;16,9892;;0,835195;0,835195;0,835195;0,835195;0,835195;0,835195;
arm64;wh-ttas;uniform;0,990000;8;65536;100000;95;2;3;1;5,59158e+07;5,59158e+07;5,59158e+07;5,59158e+07;5,59158e+07;5,59158e+07;;17,884;17,884;17,884;17,884;17,884;17,884;;0,471784;0,471784;0,471784;0,471784;0,471784;0,471784;
arm64;wh-ttas;zipfian;0,990000;1;65536;1000;50;25;25;1;1,08262e+07;1,08262e+07;1,08262e+07;1,08262e+07;1,08262e+07;1,08262e+07;;92,3687;92,3687;92,3687;92,3687;92,3687;92,3687;;1;1;1;1;1;1;
arm64;wh-ttas;zipfian;0,990000;1;65536;1000;95;2;3;1;1,26668e+07;1,26668e+07;1,26668e+07;1,26668e+07;1,26668e+07;1,26668e+07;;78,9466;78,9466;78,9466;78,9466;78,9466;78,9466;;1;1;1;1;1;1;
arm64;wh-ttas;zipfian;0,990000;1;65536;100000;50;25;25;1;6,50892e+06;6,50892e+06;6,50892e+06;6,50892e+06;6,50892e+06;6,50892e+06;;153,635;153,635;153,635;153,635;153,635;153,635;;1;1;1;1;1;1;
arm64;wh-ttas;zipfian;0,990000;1;65536;100000;95;2;3;1;1,13955e+07;1,13955e+07;1,13955e+07;1,13955e+07;1,13955e+07;1,13955e+07;;87,754;87,754;87,754;87,754;87,754;87,754;;1;1;1;1;1;1;
arm64;wh-ttas;zipfian;0,990000;11;65536;1000;50;25;25;1;8,85026e+06;8,85026e+06;8,85026e+06;8,85026e+06;8,85026e+06;8,85026e+06;;112,991;112,991;112,991;112,991;112,991;112,991;;0,975333;0,975333;0,975333;0,975333;0,975333;0,975333;
arm64;wh-ttas;zipfian;0,990000;11;65536;1000;95;2;3;1;8,09958e+06;8,09958e+06;8,09958e+06;8,09958e+06;8,09958e+06;8,09958e+06;;123,463;123,463;123,463;123,463;123,463;123,463;;0,944028;0,944028;0,944028;0,944028;0,944028;0,944028;
